client_id,age,gender,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,tx_count_90d,turnover_outflow_90d,tx_count_30d,turnover_outflow_30d,turnover_outflow_60d_prev,days_since_last_tx,inflow_30d,inflow_60d_prev,sessions_30d,sessions_60d_prev,days_since_last_login,unsubscribe_count_90d,support_tickets_30d,push_received_90d,push_opened_90d,turnover_drop_30d_vs_60d_pct,sessions_drop_30d_vs_60d_pct,push_open_rate_90d,inflow_drop_pct,churned_in_next_28d,already_churned_at_snapshot
2637,30,M,Москва,1,654,71116,0,1,1,1,138.0,296903.0,36.0,70906.0,98705.0,0,218844.0,139716.0,38.0,41.0,1,0.0,0.0,29.0,15.0,0.28163720176282864,0.07317073170731707,0.5172413793103449,-0.566348879154857,0,0
2638,34,M,Регион,3,566,166261,204128,3,0,0,41.0,122267.0,0.0,0.0,7756.0,55,0.0,0.0,0.0,4.0,48,1.0,0.0,17.0,2.0,1.0,1.0,0.11764705882352941,0.0,0,1
2639,18,F,Санкт-Петербург,4,797,104905,0,1,1,0,64.0,195981.0,7.0,18644.0,65968.0,14,0.0,405272.0,8.0,26.0,15,0.0,2.0,26.0,5.0,0.7173781227261703,0.6923076923076923,0.19230769230769232,1.0,0,1
2640,37,M,Санкт-Петербург,2,519,32353,217107,1,0,1,106.0,257244.0,33.0,100086.0,66397.0,0,14490.0,137843.0,53.0,57.0,2,0.0,0.0,29.0,14.0,-0.5073873819600283,0.07017543859649122,0.4827586206896552,0.8948804074200358,0,0
2641,48,F,Санкт-Петербург,9,568,40041,0,1,0,0,113.0,306614.0,40.0,89308.0,104157.0,0,165897.0,212978.0,10.0,7.0,11,0.0,0.0,29.0,10.0,0.14256362990485516,-0.42857142857142855,0.3448275862068966,0.22106039121411603,0,0
2642,35,F,Санкт-Петербург,6,608,93703,512087,1,1,1,214.0,505250.0,68.0,132160.0,220368.0,1,813432.0,812516.0,52.0,37.0,0,0.0,0.0,29.0,21.0,0.4002759021273506,-0.40540540540540543,0.7241379310344828,-0.001127362415017058,0,0
2643,31,F,Москва,3,850,35174,231675,2,1,0,100.0,199998.0,28.0,49390.0,102345.0,1,81573.0,155866.0,22.0,21.0,0,0.0,0.0,29.0,4.0,0.5174165811715277,-0.047619047619047616,0.13793103448275862,0.4766466067006275,0,0
2644,34,F,Москва,3,727,49286,93278,1,1,1,139.0,387922.0,56.0,160142.0,146983.0,4,267897.0,370657.0,41.0,31.0,0,0.0,0.0,29.0,15.0,-0.08952736030697428,-0.3225806451612903,0.5172413793103449,0.2772374459405866,0,0
2645,53,M,Санкт-Петербург,5,565,30000,0,2,1,1,70.0,270181.0,27.0,80881.0,112464.0,1,0.0,30006.0,61.0,55.0,0,0.0,0.0,29.0,16.0,0.28082764262341725,-0.10909090909090909,0.5517241379310345,1.0,0,0
2646,37,F,Регион,3,732,30000,81226,2,1,1,34.0,115592.0,0.0,0.0,4621.0,54,0.0,0.0,0.0,0.0,62,1.0,0.0,13.0,5.0,1.0,0.0,0.38461538461538464,0.0,0,1
2647,60,F,Москва,8,702,127469,0,1,0,0,105.0,359260.0,27.0,91110.0,102448.0,0,0.0,945407.0,17.0,31.0,4,0.0,1.0,29.0,11.0,0.11067077932219273,0.45161290322580644,0.3793103448275862,1.0,1,0
2648,31,F,Москва,2,677,66192,206596,1,1,1,148.0,468620.0,58.0,195725.0,154483.0,0,501181.0,20734.0,37.0,41.0,0,0.0,0.0,29.0,14.0,-0.266967886434106,0.0975609756097561,0.4827586206896552,-23.171939809009356,0,0
2649,41,F,Москва,7,720,41052,578830,1,1,0,101.0,223629.0,36.0,66785.0,109351.0,0,16709.0,12396.0,38.0,31.0,0,0.0,0.0,29.0,7.0,0.389260271968249,-0.22580645161290322,0.2413793103448276,-0.34793481768312357,0,0
2650,33,F,Санкт-Петербург,4,656,44663,0,2,1,1,170.0,443461.0,59.0,162889.0,81866.0,0,258881.0,114451.0,50.0,38.0,0,0.0,0.0,29.0,14.0,-0.989702684875284,-0.3157894736842105,0.4827586206896552,-1.2619374230019833,0,0
2651,63,F,Москва,2,667,167574,145404,1,0,1,160.0,457323.0,50.0,119659.0,211767.0,0,943936.0,759496.0,25.0,35.0,1,0.0,0.0,29.0,18.0,0.43494973248900914,0.2857142857142857,0.6206896551724138,-0.2428452552745505,0,0
2652,40,M,Регион,5,495,40373,0,2,1,1,68.0,133812.0,11.0,11637.0,74387.0,3,11961.0,19541.0,16.0,38.0,3,0.0,1.0,28.0,13.0,0.8435613749714331,0.5789473684210527,0.4642857142857143,0.38790235914231613,0,1
2653,64,F,Москва,1,794,79540,38435,2,1,0,70.0,236304.0,25.0,115504.0,77237.0,0,148747.0,109123.0,8.0,10.0,0,0.0,0.0,29.0,13.0,-0.4954490723357976,0.2,0.4482758620689655,-0.3631131842049797,0,0
2654,33,F,Регион,5,605,101000,17846,4,1,0,86.0,175361.0,26.0,44825.0,60424.0,1,0.0,794431.0,12.0,13.0,1,0.0,0.0,29.0,7.0,0.25815900966503375,0.07692307692307693,0.2413793103448276,1.0,0,0
2655,56,M,Москва,7,526,142484,621758,3,0,1,164.0,383620.0,50.0,105423.0,132256.0,0,247991.0,698520.0,37.0,30.0,1,0.0,0.0,29.0,11.0,0.20288682555044762,-0.23333333333333334,0.3793103448275862,0.6449765217889252,0,0
2656,39,F,Санкт-Петербург,6,600,35931,210287,1,0,0,90.0,238477.0,35.0,140425.0,62525.0,1,66593.0,39982.0,8.0,11.0,0,0.0,0.0,29.0,8.0,-1.2459016393442623,0.2727272727272727,0.27586206896551724,-0.6655745085288379,0,0
2657,48,M,Москва,0,604,30000,87449,2,1,0,131.0,363841.0,46.0,145189.0,142925.0,0,27811.0,38792.0,5.0,13.0,1,0.0,0.0,29.0,11.0,-0.015840475774007347,0.6153846153846154,0.3793103448275862,0.2830738296555991,0,0
2658,23,F,Регион,6,570,30878,0,2,1,1,50.0,128586.0,0.0,0.0,38731.0,44,0.0,0.0,0.0,7.0,41,0.0,0.0,20.0,6.0,1.0,1.0,0.3,0.0,0,1
2659,42,M,Регион,0,728,92839,415828,2,0,1,151.0,366346.0,49.0,171611.0,83571.0,1,362836.0,273100.0,40.0,51.0,2,0.0,0.0,29.0,16.0,-1.053475487908485,0.21568627450980393,0.5517241379310345,-0.32858293665324056,0,0
2660,25,M,Москва,4,747,197826,38494,1,1,0,35.0,58880.0,0.0,0.0,10824.0,45,0.0,403814.0,0.0,5.0,51,0.0,0.0,18.0,1.0,1.0,1.0,0.05555555555555555,1.0,0,1
2661,41,F,Регион,6,454,94795,24043,1,1,1,124.0,328195.0,40.0,118302.0,99095.0,0,545623.0,184656.0,38.0,31.0,0,0.0,0.0,29.0,10.0,-0.19382410817902013,-0.22580645161290322,0.3448275862068966,-1.9548078589377005,0,0
2662,20,M,Москва,9,599,40308,0,1,1,1,135.0,458564.0,45.0,204698.0,116662.0,0,389845.0,215745.0,48.0,35.0,1,0.0,0.0,29.0,15.0,-0.7546244706931134,-0.37142857142857144,0.5172413793103449,-0.8069711928434031,0,0
2663,37,M,Санкт-Петербург,10,606,122112,0,1,1,0,140.0,312989.0,47.0,103297.0,111875.0,0,434186.0,134182.0,18.0,24.0,4,0.0,0.0,29.0,8.0,0.07667486033519554,0.25,0.27586206896551724,-2.2357991384835523,0,0
2664,51,M,Регион,5,633,45186,42488,2,0,0,82.0,190940.0,37.0,83419.0,51004.0,0,125082.0,75819.0,21.0,39.0,0,0.0,0.0,29.0,16.0,-0.6355383891459493,0.46153846153846156,0.5517241379310345,-0.6497447869267597,0,0
2665,45,M,Москва,2,821,36351,373672,2,1,1,143.0,489837.0,52.0,143563.0,194036.0,0,254838.0,70936.0,30.0,35.0,2,0.0,0.0,29.0,14.0,0.26012183306190606,0.14285714285714285,0.4827586206896552,-2.592505920830044,0,0
2666,23,F,Санкт-Петербург,9,569,49077,110603,1,1,1,177.0,510428.0,64.0,199004.0,143517.0,0,39287.0,152858.0,45.0,43.0,0,1.0,0.0,29.0,13.0,-0.38662318749695157,-0.046511627906976744,0.4482758620689655,0.74298368420364,0,0
2667,18,F,Москва,3,806,42249,20818,1,1,1,70.0,202829.0,22.0,56716.0,75206.0,0,89508.0,81857.0,55.0,37.0,0,0.0,0.0,29.0,16.0,0.24585804324123076,-0.4864864864864865,0.5517241379310345,-0.09346787690728954,0,0
2668,44,M,Регион,6,635,39295,82741,2,1,0,60.0,183586.0,25.0,61201.0,86302.0,0,93056.0,39722.0,15.0,14.0,3,0.0,0.0,29.0,9.0,0.29085073347083495,-0.07142857142857142,0.3103448275862069,-1.3426816373797896,0,0
2669,57,F,Санкт-Петербург,2,807,124624,34055,1,1,1,159.0,431750.0,62.0,209469.0,143895.0,0,375096.0,723943.0,31.0,38.0,0,0.0,0.0,29.0,18.0,-0.45570728656311893,0.18421052631578946,0.6206896551724138,0.4818708102709744,0,0
2670,26,M,Регион,4,619,43938,93920,1,0,1,98.0,237256.0,35.0,96678.0,79378.0,0,112609.0,80306.0,31.0,30.0,1,0.0,0.0,29.0,21.0,-0.21794451863236666,-0.03333333333333333,0.7241379310344828,-0.4022488979652828,0,0
2671,63,F,Москва,5,607,30000,0,1,1,1,142.0,353445.0,51.0,143481.0,108000.0,0,37216.0,166159.0,22.0,32.0,1,0.0,0.0,29.0,21.0,-0.32852777777777775,0.3125,0.7241379310344828,0.7760217622879291,0,0
2672,38,M,Регион,8,648,85095,90003,1,1,1,190.0,503872.0,58.0,131326.0,277349.0,0,181993.0,590882.0,40.0,40.0,1,0.0,0.0,29.0,11.0,0.5264954984514096,0.0,0.3793103448275862,0.6919977254341815,0,0
2673,18,M,Москва,9,779,33766,48468,2,1,0,44.0,124454.0,3.0,22796.0,62305.0,21,0.0,88879.0,4.0,19.0,17,0.0,0.0,26.0,7.0,0.6341224620816949,0.7894736842105263,0.2692307692307692,1.0,0,1
2674,19,M,Регион,1,666,34426,183426,2,1,1,116.0,256251.0,36.0,67084.0,110191.0,1,166677.0,94134.0,30.0,38.0,2,0.0,0.0,29.0,16.0,0.39120254830249296,0.21052631578947367,0.5517241379310345,-0.7706354770858563,0,0
2675,47,F,Москва,6,671,91194,64379,1,0,0,1.0,663.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,87,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1
2676,40,F,Москва,10,714,38744,203782,2,1,1,3.0,4263.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,81,0.0,0.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0,1
2677,56,M,Москва,0,562,45629,158792,2,1,1,105.0,285226.0,40.0,99896.0,94903.0,0,280675.0,107513.0,50.0,38.0,0,0.0,0.0,29.0,14.0,-0.05261161396373139,-0.3157894736842105,0.4827586206896552,-1.6106145303358663,0,0
2678,24,F,Регион,6,684,61409,30219,1,0,1,108.0,308152.0,41.0,145369.0,83786.0,2,72550.0,296609.0,55.0,54.0,1,0.0,0.0,29.0,16.0,-0.7350034611987682,-0.018518518518518517,0.5517241379310345,0.7554018927274627,0,0
2679,39,F,Москва,8,587,50423,0,2,0,0,60.0,144888.0,23.0,55176.0,57868.0,0,18600.0,45479.0,18.0,22.0,1,0.0,0.0,29.0,15.0,0.04651966544549665,0.18181818181818182,0.5172413793103449,0.5910200312232019,0,0
2680,38,M,Санкт-Петербург,1,797,46280,68479,1,1,1,167.0,452678.0,53.0,109503.0,114739.0,0,219030.0,167935.0,42.0,41.0,0,0.0,0.0,29.0,16.0,0.045634004131114965,-0.024390243902439025,0.5517241379310345,-0.3042546223241135,0,0
2681,36,F,Регион,7,692,30000,174555,1,1,1,133.0,302853.0,39.0,87270.0,149464.0,4,94147.0,83813.0,55.0,56.0,0,0.0,0.0,29.0,18.0,0.41611357918963765,0.017857142857142856,0.6206896551724138,-0.1232982950139,0,0
2682,33,F,Москва,4,719,53975,849619,3,1,1,158.0,403921.0,52.0,81941.0,195040.0,0,204064.0,106552.0,43.0,37.0,0,0.0,0.0,29.0,13.0,0.5798759228876128,-0.16216216216216217,0.4482758620689655,-0.9151587957053833,0,0
2683,34,M,Москва,6,446,157641,27321,2,1,0,79.0,280084.0,30.0,91002.0,101156.0,0,191654.0,266379.0,9.0,2.0,1,0.0,0.0,29.0,11.0,0.10037961168887659,-3.5,0.3793103448275862,0.28052136241971026,0,0
2684,40,F,Москва,7,721,87359,31598,2,0,0,119.0,312455.0,47.0,114834.0,99140.0,0,449238.0,314366.0,8.0,13.0,0,0.0,0.0,29.0,8.0,-0.15830139197095017,0.38461538461538464,0.27586206896551724,-0.42902858451613723,0,0
2685,42,M,Москва,1,632,47796,339846,1,0,0,93.0,251472.0,30.0,80133.0,52942.0,0,43082.0,81701.0,20.0,13.0,1,0.0,0.0,29.0,10.0,-0.5135997884477352,-0.5384615384615384,0.3448275862068966,0.47268699281526544,0,0
2686,41,F,Санкт-Петербург,0,506,79388,0,1,1,0,84.0,296545.0,33.0,96309.0,62294.0,0,492677.0,219650.0,7.0,10.0,7,0.0,0.0,29.0,7.0,-0.5460397470061322,0.3,0.2413793103448276,-1.2430093330298202,0,0
2687,52,M,Регион,3,659,87240,84320,2,1,1,171.0,540011.0,57.0,144290.0,270141.0,1,336523.0,41194.0,39.0,54.0,0,0.0,0.0,29.0,11.0,0.4658715263510537,0.2777777777777778,0.3793103448275862,-7.169223673350488,0,0
2688,24,F,Москва,2,498,36126,233961,1,1,1,24.0,122471.0,0.0,0.0,4825.0,53,0.0,0.0,0.0,6.0,52,0.0,0.0,14.0,7.0,1.0,1.0,0.5,0.0,0,1
2689,18,M,Москва,3,711,127300,462822,1,1,1,7.0,14930.0,0.0,0.0,0.0,81,0.0,0.0,0.0,0.0,84,1.0,0.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0,1
2690,50,F,Регион,10,793,66029,362385,2,1,1,109.0,237662.0,36.0,73627.0,64394.0,0,347754.0,113600.0,44.0,50.0,2,0.0,0.0,29.0,17.0,-0.14338292387489518,0.12,0.5862068965517241,-2.061214788732394,0,0
2691,27,F,Москва,7,471,49642,44891,3,0,1,99.0,212473.0,28.0,44380.0,74983.0,2,239928.0,381192.0,22.0,16.0,2,0.0,0.0,29.0,11.0,0.4081325100356081,-0.375,0.3793103448275862,0.37058490209658124,0,0
2692,33,M,Санкт-Петербург,3,647,155478,0,1,1,0,134.0,361424.0,54.0,122625.0,93978.0,1,1032525.0,1231751.0,15.0,19.0,1,0.0,0.0,29.0,6.0,-0.3048266615590883,0.21052631578947367,0.20689655172413793,0.16174210534434313,0,0
2693,31,F,Регион,6,634,30000,405050,3,1,0,29.0,69623.0,0.0,0.0,35293.0,42,0.0,0.0,0.0,5.0,51,0.0,0.0,20.0,2.0,1.0,1.0,0.1,0.0,0,1
2694,30,F,Москва,1,451,30000,73682,1,1,0,72.0,178741.0,22.0,73087.0,61105.0,0,77555.0,59251.0,19.0,22.0,1,0.0,1.0,29.0,12.0,-0.19608869977906881,0.13636363636363635,0.41379310344827586,-0.30892305615095106,0,0
2695,21,F,Санкт-Петербург,2,742,87989,163312,1,1,0,153.0,394467.0,56.0,165069.0,127329.0,0,194065.0,352727.0,16.0,23.0,2,0.0,0.0,29.0,13.0,-0.2963975213816177,0.30434782608695654,0.4482758620689655,0.4498152962489404,0,0
2696,31,M,Регион,1,713,89720,0,3,1,1,130.0,348711.0,47.0,177207.0,88217.0,1,355532.0,173360.0,50.0,47.0,0,0.0,0.0,29.0,19.0,-1.0087624834215627,-0.06382978723404255,0.6551724137931034,-1.0508306414397786,0,0
2697,46,F,Регион,4,850,160825,33256,1,1,1,152.0,423843.0,52.0,151411.0,108822.0,0,1721083.0,400220.0,30.0,31.0,1,0.0,0.0,29.0,20.0,-0.3913638786274834,0.03225806451612903,0.6896551724137931,-3.3003423117285493,0,0
2698,38,M,Регион,6,700,30000,0,2,1,1,82.0,259399.0,20.0,28770.0,174447.0,0,51376.0,31256.0,32.0,52.0,3,0.0,1.0,29.0,14.0,0.8350788491633562,0.38461538461538464,0.4827586206896552,-0.6437164064499616,1,0
2699,44,M,Регион,5,562,100230,0,1,1,1,201.0,429756.0,58.0,134388.0,143070.0,1,669710.0,533353.0,34.0,34.0,0,0.0,0.0,29.0,17.0,0.060683581463619206,0.0,0.5862068965517241,-0.2556599475394345,1,0
2700,32,F,Санкт-Петербург,6,701,30000,261573,1,1,1,154.0,327843.0,64.0,93851.0,153490.0,0,223416.0,164738.0,43.0,55.0,0,0.0,0.0,29.0,14.0,0.38855300019545247,0.21818181818181817,0.4827586206896552,-0.35618982869768967,0,0
2701,49,F,Санкт-Петербург,1,778,76983,21049,2,1,0,90.0,309437.0,39.0,153187.0,57254.0,2,128503.0,127969.0,20.0,9.0,2,0.0,0.0,29.0,14.0,-1.6755685192300975,-1.2222222222222223,0.4827586206896552,-0.004172885620736272,0,0
2702,32,F,Регион,7,604,57583,0,1,1,1,147.0,314231.0,50.0,102008.0,107016.0,0,265067.0,297327.0,29.0,37.0,4,0.0,0.0,29.0,19.0,0.046796740674291695,0.21621621621621623,0.6551724137931034,0.10850006894765696,0,0
2703,18,M,Регион,6,735,99702,0,2,1,1,177.0,455214.0,64.0,166302.0,144942.0,0,824083.0,431765.0,45.0,52.0,0,0.0,0.0,29.0,16.0,-0.14736929254460404,0.1346153846153846,0.5517241379310345,-0.9086378006554492,0,0
2704,42,F,Регион,10,415,51988,0,2,0,0,80.0,262574.0,27.0,80195.0,95149.0,1,13031.0,99957.0,29.0,20.0,1,0.0,1.0,29.0,9.0,0.1571640269472091,-0.45,0.3103448275862069,0.869633942595316,0,0
2705,47,F,Москва,2,798,109821,34584,2,1,0,22.0,57654.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,62,0.0,0.0,10.0,3.0,0.0,0.0,0.3,0.0,0,1
2706,31,M,Регион,0,730,36430,0,1,1,0,48.0,139604.0,13.0,28488.0,44779.0,2,50145.0,0.0,7.0,19.0,11,0.0,2.0,29.0,4.0,0.36380892829227984,0.631578947368421,0.13793103448275862,0.0,1,0
2707,52,F,Москва,5,396,57019,228293,1,1,1,154.0,512843.0,53.0,198355.0,162045.0,0,265731.0,407981.0,47.0,49.0,0,0.0,0.0,29.0,16.0,-0.22407355981363203,0.04081632653061224,0.5517241379310345,0.3486681977837203,0,0
2708,28,M,Москва,2,688,67216,0,2,1,1,109.0,250009.0,37.0,75353.0,84384.0,0,545140.0,193362.0,28.0,30.0,0,0.0,0.0,29.0,17.0,0.10702265832385287,0.06666666666666667,0.5862068965517241,-1.8192716252417744,0,0
2709,46,M,Москва,1,451,163738,180466,3,1,1,93.0,202122.0,31.0,76999.0,65488.0,0,709807.0,429396.0,50.0,54.0,1,0.0,0.0,29.0,16.0,-0.17577266064011726,0.07407407407407407,0.5517241379310345,-0.6530358922765932,0,0
2710,59,F,Москва,2,589,98693,0,3,1,1,212.0,797060.0,84.0,298062.0,204424.0,1,1418789.0,478102.0,31.0,35.0,1,0.0,0.0,29.0,15.0,-0.4580577622979689,0.11428571428571428,0.5172413793103449,-1.9675445825367808,0,0
2711,38,F,Регион,7,718,67685,108557,1,1,0,22.0,43997.0,0.0,0.0,18885.0,44,0.0,0.0,0.0,5.0,51,0.0,0.0,18.0,4.0,1.0,1.0,0.2222222222222222,0.0,0,1
2712,35,M,Москва,4,636,87894,1721714,1,1,0,98.0,348917.0,33.0,136168.0,148324.0,0,47309.0,85903.0,25.0,31.0,0,0.0,0.0,29.0,12.0,0.08195571856206682,0.1935483870967742,0.41379310344827586,0.44927418134407415,0,0
2713,37,M,Регион,9,776,114886,151025,1,1,0,157.0,388043.0,51.0,94844.0,188453.0,0,542712.0,442548.0,18.0,19.0,0,0.0,0.0,29.0,12.0,0.49672332093413213,0.05263157894736842,0.41379310344827586,-0.22633477046557662,0,0
2714,58,M,Санкт-Петербург,1,656,74961,0,2,1,1,10.0,48355.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,71,0.0,0.0,7.0,1.0,0.0,0.0,0.14285714285714285,0.0,0,1
2715,43,F,Москва,10,646,32366,0,1,0,1,122.0,411290.0,33.0,149150.0,154577.0,1,105761.0,214438.0,35.0,36.0,0,0.0,0.0,29.0,19.0,0.03510871604443093,0.027777777777777776,0.6551724137931034,0.5067991680579002,0,0
2716,64,M,Москва,4,760,87293,151186,4,1,0,58.0,137425.0,5.0,7383.0,69604.0,19,32488.0,114403.0,2.0,20.0,22,1.0,0.0,26.0,7.0,0.8939285098557554,0.9,0.2692307692307692,0.7160214330043793,0,1
2717,41,F,Санкт-Петербург,5,616,58866,89021,2,1,0,77.0,229376.0,17.0,29362.0,81142.0,2,120722.0,348644.0,28.0,31.0,2,0.0,0.0,29.0,9.0,0.6381405437381381,0.0967741935483871,0.3103448275862069,0.6537384839549799,0,0
2718,30,F,Регион,8,647,48446,9571,1,1,0,47.0,102480.0,13.0,24462.0,51814.0,1,0.0,92922.0,29.0,22.0,1,0.0,0.0,29.0,10.0,0.5278882155402015,-0.3181818181818182,0.3448275862068966,1.0,0,0
2719,31,M,Москва,5,661,37379,28852,2,1,1,124.0,376230.0,41.0,182946.0,118972.0,0,92218.0,53361.0,28.0,26.0,0,0.0,0.0,29.0,20.0,-0.5377231617523451,-0.07692307692307693,0.6896551724137931,-0.7281910009182736,0,0
2720,39,F,Москва,1,643,84762,311024,3,0,0,110.0,275418.0,31.0,91554.0,56796.0,0,191856.0,607119.0,14.0,24.0,6,0.0,2.0,29.0,11.0,-0.6119797168814706,0.4166666666666667,0.3793103448275862,0.6839894649978011,1,0
2721,18,F,Москва,2,766,81406,503343,1,1,0,80.0,250668.0,24.0,96038.0,57802.0,0,57160.0,149919.0,23.0,21.0,3,0.0,0.0,29.0,7.0,-0.6614996020898931,-0.09523809523809523,0.2413793103448276,0.6187274461542567,0,0
2722,32,F,Москва,10,583,33747,116794,1,1,0,67.0,114052.0,21.0,36631.0,51632.0,2,107048.0,79017.0,16.0,11.0,0,0.0,0.0,29.0,13.0,0.2905368763557484,-0.45454545454545453,0.4482758620689655,-0.35474644696710833,0,0
2723,33,M,Москва,0,567,30833,359764,2,0,1,120.0,303404.0,35.0,77836.0,124710.0,2,262057.0,69330.0,29.0,30.0,0,0.0,0.0,29.0,11.0,0.3758640044904178,0.03333333333333333,0.3793103448275862,-2.779849992788115,0,0
2724,41,M,Регион,10,544,186274,0,1,1,0,117.0,392857.0,33.0,70454.0,156480.0,2,329842.0,167549.0,22.0,19.0,0,0.0,0.0,29.0,9.0,0.5497571574642127,-0.15789473684210525,0.3103448275862069,-0.9686300723967317,0,0
2725,61,M,Москва,7,436,100346,0,1,1,1,213.0,490926.0,62.0,125123.0,176413.0,0,792117.0,802300.0,29.0,33.0,1,0.0,0.0,29.0,13.0,0.29073821090282465,0.12121212121212122,0.4482758620689655,0.012692259753209523,0,0
2726,39,F,Москва,5,798,63072,1501437,1,0,1,85.0,190380.0,24.0,68079.0,64216.0,2,0.0,118594.0,60.0,61.0,0,0.0,0.0,29.0,15.0,-0.06015634732776878,0.01639344262295082,0.5172413793103449,1.0,0,0
2727,18,F,Регион,3,560,86142,19660,2,1,1,166.0,448793.0,56.0,142091.0,170963.0,1,304094.0,182960.0,48.0,55.0,1,0.0,0.0,29.0,19.0,0.16887864625679241,0.12727272727272726,0.6551724137931034,-0.6620791429820726,0,0
2728,27,M,Регион,9,626,45223,0,3,1,1,2.0,15829.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,86,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1
2729,41,M,Санкт-Петербург,0,806,53990,49022,2,0,0,110.0,384193.0,37.0,152013.0,140469.0,1,21445.0,93115.0,17.0,22.0,2,0.0,0.0,29.0,9.0,-0.08218183371420029,0.22727272727272727,0.3103448275862069,0.7696933898942169,0,0
2730,39,F,Регион,7,636,60650,83363,1,1,0,138.0,366067.0,49.0,151072.0,148756.0,2,268230.0,414943.0,17.0,12.0,4,0.0,0.0,29.0,11.0,-0.015569119901046008,-0.4166666666666667,0.3793103448275862,0.3535738643620931,0,0
2731,57,M,Регион,2,701,106786,720496,1,1,0,99.0,279271.0,32.0,78019.0,47107.0,2,210968.0,227154.0,22.0,21.0,1,0.0,0.0,29.0,14.0,-0.6562082068482391,-0.047619047619047616,0.4827586206896552,0.07125562393794518,0,0
2732,50,M,Москва,3,508,30000,0,3,1,0,136.0,352973.0,50.0,148899.0,114200.0,0,102367.0,36577.0,10.0,8.0,2,1.0,0.0,29.0,13.0,-0.3038441330998249,-0.25,0.4482758620689655,-1.7986712961697242,1,0
2733,49,F,Москва,0,790,32463,72592,2,0,0,111.0,281676.0,32.0,112825.0,93705.0,0,63761.0,49002.0,23.0,14.0,0,0.0,0.0,29.0,13.0,-0.20404460807854438,-0.6428571428571429,0.4482758620689655,-0.301191788090282,0,0
2734,35,M,Регион,6,638,30000,0,1,1,1,138.0,449148.0,46.0,164887.0,178741.0,0,187238.0,95175.0,48.0,36.0,0,0.0,1.0,29.0,14.0,0.07750879764575559,-0.3333333333333333,0.4827586206896552,-0.9673023377987917,0,0
2735,51,M,Регион,1,548,99895,0,2,1,0,122.0,289463.0,37.0,80113.0,84710.0,2,433359.0,408216.0,33.0,27.0,0,0.0,0.0,29.0,11.0,0.054267500885373625,-0.2222222222222222,0.3793103448275862,-0.06159239226291963,0,0
2736,27,M,Регион,1,548,56356,34365,2,1,0,5.0,26193.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,65,1.0,0.0,8.0,2.0,0.0,0.0,0.25,0.0,0,1
2737,50,M,Москва,3,819,34550,0,2,1,1,166.0,459062.0,54.0,159226.0,140814.0,0,73639.0,145531.0,41.0,32.0,0,0.0,0.0,29.0,12.0,-0.13075404434218188,-0.28125,0.41379310344827586,0.4939978423840969,0,0
2738,35,F,Регион,5,591,52422,91072,1,1,1,71.0,208412.0,1.0,2227.0,75088.0,28,0.0,0.0,3.0,25.0,28,1.0,0.0,24.0,13.0,0.9703414660132111,0.88,0.5416666666666666,0.0,0,1
2739,21,F,Москва,10,550,40983,0,2,0,0,112.0,242322.0,31.0,96819.0,63981.0,0,50043.0,210599.0,16.0,23.0,2,0.0,0.0,29.0,6.0,-0.5132461199418578,0.30434782608695654,0.20689655172413793,0.7623777890683242,0,0
2740,45,F,Регион,9,607,30000,19193,1,0,0,70.0,214844.0,26.0,59372.0,46412.0,0,41104.0,0.0,15.0,22.0,3,0.0,0.0,29.0,10.0,-0.27923812807032666,0.3181818181818182,0.3448275862068966,0.0,0,0
2741,55,M,Регион,4,655,127543,111502,3,1,0,30.0,75496.0,3.0,7351.0,25604.0,18,0.0,0.0,5.0,12.0,15,0.0,0.0,26.0,8.0,0.7128964224339946,0.5833333333333334,0.3076923076923077,0.0,0,1
2742,33,F,Москва,6,665,54742,68457,2,0,1,120.0,369225.0,54.0,155007.0,115358.0,0,123966.0,0.0,22.0,17.0,0,0.0,0.0,29.0,22.0,-0.34370394771060525,-0.29411764705882354,0.7586206896551724,0.0,0,0
2743,57,M,Москва,8,694,129323,0,3,1,0,88.0,239774.0,32.0,114961.0,42574.0,0,607478.0,847682.0,6.0,16.0,2,0.0,0.0,29.0,8.0,-1.700263071358106,0.625,0.27586206896551724,0.28336569609830103,0,0
2744,18,F,Санкт-Петербург,4,673,30000,0,1,1,1,128.0,426185.0,40.0,125481.0,142977.0,0,95718.0,151332.0,14.0,27.0,0,0.0,0.0,29.0,17.0,0.12236933213034264,0.48148148148148145,0.5862068965517241,0.36749662992625487,0,0
2745,24,M,Регион,8,715,81029,0,1,0,1,97.0,225712.0,38.0,88103.0,112134.0,0,227269.0,277346.0,28.0,26.0,2,1.0,0.0,29.0,17.0,0.21430609806124815,-0.07692307692307693,0.5862068965517241,0.18055785913624137,0,0
